MetricID,Page,Group,Metric,Classification,RealSource,Formula,Unit,TimeWindow,OrgScoped,Joins,DrillDownSource,AttributionDependency,Status,Category(A/B/C/D),PlausibleExternalSource,DuplicateOf,Notes,StatusNorm,CategoryNorm
MAIN-0052,Main Hub,Content attribution (Level 3),Revenue by Source (by platform),AGGREGATED,"dashboard.tsx revenueBySourceRows useMemo (lines 1573-1618), built via aggregateCashByPlatform (src/lib/content-attribution.ts:259)",revenue/cash grouped by content_pieces platform (resolved via normalizeSocialPlatform on content_pieces.platform/source_platform) across the selected attribution model's canonical paths,"$ (the row itself is a grouping, not one scalar)",selected date range,"yes - underlying leads/calls/lead_content_touches/content_metrics queries all .eq('org_id', orgId) (dashboard.tsx:1235,1247,1253,1261,1269)",leads joined to calls joined to lead_content_touches joined to content_metrics joined to content_pieces,per-content table below (attributionRows) and /attribution page,"selectable: first_touch / last_touch / assisted_touch (ATTRIBUTION_MODELS, src/lib/acquisition.ts)",LIVE,A,n/a,none,"Uses the same canonical multi-touch attribution engine as the dedicated Attribution Command Center page (buildAttributionPathsForModel), not a second/divergent engine, per code comment dashboard.tsx:1563-1571.",LIVE,A
MAIN-0053,Main Hub,Content attribution (Level 3),confidence,STATUS,src/lib/acquisition.ts evaluateAttributionEvidence() lines 173-215 (strength computation lines 194-201); surfaced per-platform via modalStrength() in dashboard.tsx lines 1601-1607,strength = 'high' if coverage='direct' AND knownTouchpoints>=3; 'medium' if coverage is 'direct' or 'partial'; 'low' if coverage='inferred'; else 'unknown'. coverage derives from directOutcomeLinked + supportingEvents.length + inferred flags. Per-platform value shown is the MODAL (most common) strength across that platform's own attribution paths.,enum (high/medium/low/unknown); given unit=count is wrong,selected date range,yes (inherits from MAIN-0052's queries),leads joined to calls joined to lead_content_touches,per-content table / Attribution page,"model-dependent (first/last/assisted touch, each with different coverage/strength characteristics)",LIVE,A,n/a,none,Given unit=count is wrong: it's a categorical confidence label.,LIVE,A
MAIN-0054,Main Hub,Content attribution (Level 3),closes,RAW,dashboard.tsx revenueBySourceRows line 1613: closes = row.callCount from aggregateCashByPlatform,count of closed calls attributed to each platform under the selected model,count,selected date range,yes,leads joined to calls joined to lead_content_touches,per-content table,model-dependent,LIVE,A,n/a,none,none,LIVE,A
MAIN-0055,Main Hub,Content attribution (Level 3),rev,RAW,dashboard.tsx revenueBySourceRows line 1612 (revenueCents from aggregateCashByPlatform over contract_value_cents),sum of calls.contract_value_cents attributed to each platform under the selected model,$ (given unit=count is wrong),selected date range,yes,leads joined to calls,per-content table,model-dependent,LIVE,A,n/a,none,"Given unit=count is wrong: it's a dollar figure (labeled 'rev' in the compact Revenue by Source rows, dashboard.tsx:2202).",LIVE,A
MAIN-0056,Main Hub,Content attribution (Level 3),cash,RAW,dashboard.tsx revenueBySourceRows (cashCents from aggregateCashByPlatform over cash_collected_cents),sum of calls.cash_collected_cents attributed to each platform under the selected model,$,selected date range,yes,leads joined to calls,per-content table,model-dependent,LIVE,A,n/a,none,none,LIVE,A
MAIN-0057,Main Hub,Content attribution (Level 3),Content table — Views,RAW,"dashboard.tsx attributionRows useMemo (lines 1513-1561); meta.views from contentMeta map built off content_metrics joined to content_pieces (lines 1266-1267,1294-1309)",sum of content_metrics.views per content piece,count,selected date range,yes,content_metrics joined to content_pieces (content_pieces!inner join),clicking a row opens attribution detail panel (kind:'attribution'),model-independent (Views is a direct content-performance fact),LIVE,A,n/a,none,none,LIVE,A
MAIN-0058,Main Hub,Content attribution (Level 3),Leads,RAW,dashboard.tsx attributionRows line 1550: leadsByContent (distinct personKey count per content from canonical attribution paths),count of distinct leads whose canonical attribution path resolves to this content under the selected model,count,selected date range,yes,leads joined to lead_content_touches,attribution detail panel,model-dependent,LIVE,A,n/a,none,none,LIVE,A
MAIN-0059,Main Hub,Content attribution (Level 3),Booked,RAW,"dashboard.tsx attributionRows line 1551: attribution.bookedByContent, built from ALL calls' own direct source_content_id field (lines 1310-1317)",count of calls whose calls.source_content_id equals this content id,count,selected date range,yes,calls,attribution detail panel,model-INDEPENDENT (explicit UI note at dashboard.tsx:2277-2280: Booked/Shows reflect each call's own logged source and stay the same across every attribution model),LIVE,A,n/a,none,Uses calls.source_content_id directly: a call-level fact independent of the multi-touch model selector.,LIVE,A
MAIN-0060,Main Hub,Content attribution (Level 3),Shows,RAW,dashboard.tsx attributionRows line 1552: attribution.showedByContent (calls.showed=true grouped by source_content_id),count of calls with showed=true whose source_content_id equals this content id,count,selected date range,yes,calls,attribution detail panel,model-independent,LIVE,A,n/a,none,none,LIVE,A
MAIN-0061,Main Hub,Content attribution (Level 3),Closes,RAW,dashboard.tsx attributionRows line 1553: closesByContent (distinct callId count from canonical paths where closed),count of distinct closed calls per content under the selected model,count,selected date range,yes,leads joined to calls joined to lead_content_touches,attribution detail panel,model-dependent,LIVE,A,n/a,none,none,LIVE,A
MAIN-0062,Main Hub,Content attribution (Level 3),Cash,RAW,dashboard.tsx attributionRows line 1554 (cashByContent from aggregateCashByContent over cash_collected_cents),sum of calls.cash_collected_cents attributed per content under the selected model,$,selected date range,yes,leads joined to calls,attribution detail panel,model-dependent,LIVE,A,n/a,none,none,LIVE,A
MAIN-0063,Main Hub,Content attribution (Level 3),Revenue,RAW,dashboard.tsx attributionRows line 1555 (revenueByContent from aggregateCashByContent over contract_value_cents),sum of calls.contract_value_cents attributed per content under the selected model,$,selected date range,yes,leads joined to calls,attribution detail panel,model-dependent,LIVE,A,n/a,none,none,LIVE,A
MAIN-0064,Main Hub,Funnel diagnostic (Level 4),Views,RAW,dashboard.tsx funnel array line 973: curr.views (= MAIN-0018 Total Views),= content_metrics.views sum,count,selected date range,yes,content_metrics,funnelPanel (dashboard.tsx:1660-1663: honestly says 'no individual records here' for Views since it's an aggregate),n/a,LIVE,A,n/a,MAIN-0018 (exact duplicate value),Funnel stage reuses the exact same curr.views number as the Company KPIs Total Views tile.,LIVE,A
MAIN-0065,Main Hub,Funnel diagnostic (Level 4),Leads,RAW,dashboard.tsx funnel array line 975: curr.newLeads (= MAIN-0017 New Leads),= leads count,count,selected date range,yes,leads,funnelPanel row-level lead list,n/a,LIVE,A,n/a,MAIN-0017 (exact duplicate value),none,LIVE,A
MAIN-0066,Main Hub,Funnel diagnostic (Level 4),Booked,RAW,"dashboard.tsx funnel array line 981: curr.totalCalls = Math.max(callsBooked, setterBooked) (fetchPeriod line 427)","Math.max(count of calls rows, sum of setter_activity.calls_on_calendar/sets)",count,selected date range,yes,calls + setter_activity,funnelPanel row-level call list,n/a,LIVE,A,n/a,none,Same max()-of-two-sources honesty pattern as Cash Collected (MAIN-0004).,LIVE,A
MAIN-0067,Main Hub,Funnel diagnostic (Level 4),Showed,RAW,"dashboard.tsx funnel array line 986: curr.showed = Math.max(callsShowed, setterShowed)","Math.max(calls.showed=true count, sum of setter_activity.live_calls)",count,selected date range,yes,calls + setter_activity,funnelPanel row-level call list (filtered to showed=true),n/a,LIVE,A,n/a,none,none,LIVE,A
MAIN-0068,Main Hub,Funnel diagnostic (Level 4),Offers,RAW,dashboard.tsx funnel array line 990: curr.offers = callsOffers = callList.filter(c=>c.offer_made).length,count of calls.offer_made=true,count,selected date range,yes,calls,funnelPanel row-level call list (filtered offer_made||closed),n/a,LIVE,A,n/a,none,"Unlike Booked/Showed/Closed, Offers has no setter_activity fallback: calls-table only.",LIVE,A
MAIN-0069,Main Hub,Funnel diagnostic (Level 4),Disqualified,RAW,"src/lib/disqualification.ts disqualifiedLeadCount()/computeDisqualified(), called at dashboard.tsx:439",count of distinct leads with leads.status='disqualified' OR a linked calls.status='disqualified' row (deduped by lead id); a separate 'unattributed' count covers disqualified calls with no lead_id,count,selected date range,yes (inherits from leads/calls org-scoped queries),leads joined to calls (dedup by lead_id),disqualifiedPanel (dashboard.tsx:1382 kind:'disqualified'),n/a,LIVE,A,n/a,none,"Canonical single-source rollup explicitly designed to match Closer's own 'Post-call disposition mix' figure (disqualification.ts header comment), not a duplicate engine.",LIVE,A
MAIN-0070,Main Hub,Funnel diagnostic (Level 4),Closed,RAW,"dashboard.tsx funnel array line 1006: curr.closed = Math.max(callsClosed, setterClosed)","Math.max(calls.closed=true count, sum of setter_activity.closes)",count,selected date range,yes,calls + setter_activity,funnelPanel row-level call list (filtered closed=true),n/a,LIVE,A,n/a,none,none,LIVE,A
MAIN-0071,Main Hub,Funnel diagnostic (Level 4),Largest funnel leak,DERIVED,"src/lib/funnel-derivation.ts deriveCap() (lines 35-65), invoked via leakCapIndex/leakCap useMemo in dashboard.tsx lines 1485-1499","finds the adjacent stage pair (within Leads -> Booked -> Showed -> Offers -> Closed, excluding Views and Disqualified) with the LOWEST conversion rate, gated on the upstream stage clearing minCapSample (workspace_settings.funnel_instrument.minCapSample); deriveCap() then computes lost=PP.value-P.value and estimate=lost*(N.value/P.value), framed as an explicit upper bound ('up to approx X, if converted at Y%')",text sentence + implied count/$ estimate,selected date range,"yes (inherits from funnel stage values, all org-scoped)",leads + calls,none direct (links to Funnel Diagnostic instrument above it),n/a,LIVE,A,n/a,none,"Well-designed honest-uncertainty module: explicitly frames the estimate as an upper bound assuming optimistic conversion, not a bare forecast (funnel-derivation.ts:26-34 doc comment). minCapSample threshold is configurable per-workspace via getWorkspaceSettingsFn.",LIVE,A
MAIN-0072,Main Hub,Executive insights,at-risk/behind-pace flags,ALERT,"dashboard.tsx ExecutiveInsights() function (lines 2855+), specifically the pace insight at lines 2882-2904",deterministic rule: IF targetProgress.status is 'behind' or 'at_risk' (from MAIN-0011's computeTargetProgress) THEN push an insight card; if list is empty renders 'All clear',text (status-driven UI condition); given unit=% is wrong,current calendar month (inherits targetProgress's window),yes (inherits from MAIN-0011),rep_kpi_targets + payments/calls/setter_activity,Funnel Diagnostic (action text links there),n/a,LIVE,A,n/a,none,"Explicitly NOT an AI-generated insight: code comment (dashboard.tsx:2350-2353, 2848-2854) states 'Deterministic rules over already-computed real numbers, never a generic AI claim.' The funnel-leak insight was removed from this list (comment at 2875-2880) to avoid duplicating the Largest Funnel Leak card; only the pace/target insight remains here today.",LIVE,A
MAIN-0073,Main Hub,Team efficiency,Top closers (Closes),AGGREGATED,"dashboard.tsx lbData query (lines 1053-1123), closerMap built from calls.closer_name grouping",groups calls by closer_name; Closes = count where closed=true; ranked and sliced by whichever metric (closes/cash/revenue) is selected via closerMetric state,count,"independently-overridable leaderboard date range (defaults to page range, lbOverride state)","yes - .eq('org_id', orgId) dashboard.tsx:1086",calls,none direct (leaderboard rows only),n/a,LIVE,A,n/a,none,"Leaderboard has its OWN independent date-range override, separate from the page's main DateRangeProvider range: documented as the 'C3 pattern' shared with rep dashboards.",LIVE,A
MAIN-0074,Main Hub,Team efficiency,Cash Collected,RAW,same lbData query as MAIN-0073: r.cash += c.cash_collected_cents,sum of calls.cash_collected_cents grouped by closer_name,$,leaderboard's own independent date range,yes,calls,none direct,n/a,LIVE,A,n/a,"near-dup family (same underlying calls.cash_collected_cents column as MAIN-0004/0012, but grouped per-closer over a possibly different range)","Per-closer breakdown, not the same aggregate as the page-level Cash Collected figures.",LIVE,A
MAIN-0075,Main Hub,Team efficiency,Revenue Generated,RAW,same lbData query: r.revenue += c.contract_value_cents,sum of calls.contract_value_cents grouped by closer_name,$ (given unit=% is wrong),leaderboard's own independent date range,yes,calls,none direct,n/a,LIVE,A,n/a,none,Given unit=% is wrong; given type=DERIVED is also wrong: it's a raw column sum grouped by closer.,LIVE,A
MAIN-0076,Main Hub,Team efficiency,Top setters (Sets),AGGREGATED,"dashboard.tsx lbData query, setterMap built from setter_activity.team_member_name grouping (lines 1106-1120)",groups setter_activity rows by team_member_name; Sets = sum of setter_activity.sets; ranked/sliced by selected metric,count,leaderboard's own independent date range,"yes - .eq('org_id', orgId) dashboard.tsx:1093",setter_activity,none direct,n/a,LIVE,A,n/a,none,none,LIVE,A
MAIN-0077,Main Hub,Team efficiency,Cash Collected,RAW,same lbData query: r.cash += a.cash_collected_cents,sum of setter_activity.cash_collected_cents grouped by team_member_name,$,leaderboard's own independent date range,yes,setter_activity,none direct,n/a,LIVE,A,n/a,none,none,LIVE,A
MAIN-0078,Main Hub,Team efficiency,Revenue Generated,RAW,same lbData query: r.revenue += a.total_revenue_cents,sum of setter_activity.total_revenue_cents grouped by team_member_name,$ (given unit=% is wrong),leaderboard's own independent date range,yes,setter_activity,none direct,n/a,LIVE,A,n/a,none,Given unit=% is wrong.,LIVE,A
ADMI-0798,Admin → Home,Admin,Cash Collected,RAW,"src/components/home/home-admin.tsx paymentsToday query (lines 36-51): supabase.from('payments').select(...).eq('org_id', orgId).eq('status','paid').gte/lte(collected_at, today)",sum of payments.amount_cents where status='paid' and collected_at is today,$,"today only (hardcoded TODAY constant, not date-range-picker driven; Admin Home has no date range selector)","yes - .eq('org_id', orgId) home-admin.tsx:44",payments,none direct,n/a,LIVE,A,n/a,"near-dup of MAIN-0004 (same payments table, different window: today-only vs page date range)",Admin Home has no DateRangeProvider integration: always 'today' by design (a daily snapshot dashboard).,LIVE,A
